ResponseId,MainBranch,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,Country,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysProfessional use,OpSysPersonal use,VersionControlSystem,VCInteraction,VCHostingPersonal use,VCHostingProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,Blockchain,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Onboarding,ProfessionalTech,TrueFalse_1,TrueFalse_2,TrueFalse_3,SurveyLength,SurveyEase,ConvertedCompYearly
50,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Technical documentation;Blogs;Stack Overflow,NA,7,4,"Developer, front-end;Developer, full-stack;Developer, back-end;DevOps specialist;Cloud infrastructure engineer",100 to 499 employees,I have some influence,Visit developer communities like Stack Overflow,Germany,EUR European Euro,4000,Monthly,C#;HTML/CSS;JavaScript;SQL;TypeScript,C#;HTML/CSS;JavaScript;SQL;TypeScript,PostgreSQL,Elasticsearch;PostgreSQL,NA,NA,Angular;ASP.NET Core ,Angular;ASP.NET Core ,NA,NA,Ansible;Docker;npm,Ansible;Docker;npm,Nano;Rider;Visual Studio Code;Webstorm,Rider;Vim;Visual Studio Code;Webstorm,Linux-based,Linux-based;Windows,Git,Code editor;Command-line;Version control hosting service web GUI,,,Jira Work Management,NA,Microsoft Teams,NA,Indifferent,Collectives on Stack Overflow;Stack Overflow;Stack Exchange,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Neutral,25-34 years old,Man,No,Bisexual,White;European,None of the above,NA,Yes,Independent contributor,7,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Never,1-2 times a week,1-2 times a week,30-60 minutes a day,15-30 minutes a day,Somewhat long,Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,No,No,Yes,Appropriate in length,Easy,51192
51,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time;Student, full-time",Full in-person,Contribute to open-source projects,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Technical documentation;Blogs;Written Tutorials;Stack Overflow,NA,11,NA,Data scientist or machine learning specialist;Student;Academic researcher;Scientist,NA,NA,NA,Czech Republic,NA,NA,NA,Bash/Shell;Julia;Python,NA,NA,NA,NA,NA,NA,NA,NumPy;Scikit-learn;Torch/PyTorch,NA,NA,NA,Neovim,NA,Linux-based,Linux-based,Git,Command-line,,,NA,NA,Microsoft Teams;Slack,NA,Unfavorable,Stack Overflow;Stack Exchange,Daily or almost daily,No,NA,"No, not at all",25-34 years old,Man,No,Straight / Heterosexual,White;European,None of the above,None of the above,Yes,NA,4,Strongly disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,15-30 minutes a day,Less than 15 minutes a day,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA
52,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Video-based Online Courses;How-to videos;Written-based Online Courses;Interactive tutorial;Coding sessions (live or recorded),NA,7,3,"Developer, back-end",20 to 99 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Research companies that have emailed me,Poland,PLN	Polish zloty,14000,Monthly,Bash/Shell;HTML/CSS;Java;JavaScript;Python;Rust;SQL,Bash/Shell;HTML/CSS;Java;JavaScript;Python;Rust;SQL,DynamoDB;Elasticsearch;MariaDB;Oracle;PostgreSQL;SQLite,Cassandra;Elasticsearch;MariaDB;MongoDB;Oracle;PostgreSQL;Redis;SQLite,AWS,AWS,Flask;Next.js;Node.js;Nuxt.js;React.js;Vue.js,Next.js;Node.js;Nuxt.js;React.js;Svelte;Vue.js,Apache Kafka;Spring,Apache Kafka;Apache Spark;Hadoop;Spring,Docker;Homebrew;Unity 3D,Docker;Homebrew;Kubernetes;Unity 3D,IntelliJ;Visual Studio Code,IntelliJ;Visual Studio Code,macOS,Windows Subsystem for Linux (WSL),Git,Command-line;Dedicated version control GUI application,,,Confluence;Jira Work Management,Confluence;Jira Work Management,Microsoft Teams,Slack,Indifferent,Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White;European,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Yes,Independent contributor,3,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,1-2 times a week,1-2 times a week,Never,Over 120 minutes a day,15-30 minutes a day,Somewhat short,DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,Yes,Yes,Appropriate in length,Neither easy nor difficult,38856
53,I am a developer by profession,"Student, full-time;Employed, part-time","Hybrid (some remote, some in-person)",Hobby;Other (please specify):,Some college/university study without earning a degree,"Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification",Technical documentation;Blogs;Stack Overflow;Online books;Video-based Online Courses;Interactive tutorial;Certification videos,Coursera;Udemy;Pluralsight,8,NA,"Engineer, site reliability;Developer, back-end;Student;Cloud infrastructure engineer",NA,NA,Other (please specify):;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit,Czech Republic,NA,NA,NA,Bash/Shell;Go;Java;Python,Bash/Shell;Go;Lua;Python;Rust,NA,NA,AWS;Google Cloud;IBM Cloud or Watson;Microsoft Azure;Oracle Cloud Infrastructure,AWS;Google Cloud,NA,NA,Apache Kafka,NA,Ansible;Docker;Homebrew;Kubernetes;npm;Puppet;Terraform,Docker;Homebrew;Kubernetes,Neovim;Visual Studio Code,Neovim;Visual Studio Code,macOS,macOS,Git,Command-line;Version control hosting service web GUI,,,NA,NA,Slack;Zoom,Slack,Very unfavorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",18-24 years old,Man,No,Straight / Heterosexual,European,None of the above,None of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA
54,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Technical documentation;Blogs;Written Tutorials;Stack Overflow,NA,15,10,"Developer, front-end;Developer, full-stack;Developer, desktop or enterprise applications",100 to 499 employees,I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow,United States of America,USD	United States dollar,170000,Yearly,C#;HTML/CSS;JavaScript;SQL;TypeScript,NA,Microsoft SQL Server,DynamoDB,AWS,AWS,Angular;ASP.NET Core ;jQuery;Node.js,NA,.NET,Apache Spark;Hadoop,npm,Docker;Kubernetes,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,macOS,Git,Code editor;Command-line,,,Confluence;Trello,NA,Slack;Zoom,Slack;Zoom,Very unfavorable,Collectives on Stack Overflow;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,White;Middle Eastern,NA,NA,Yes,Independent contributor,12,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Never,1-2 times a week,Never,15-30 minutes a day,Less than 15 minutes a day,Just right,DevOps function;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing,Yes,Yes,Yes,Appropriate in length,Neither easy nor difficult,170000
55,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Hackathons (virtual or in-person)",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Interactive tutorial,NA,12,7,"Developer, back-end;Developer, desktop or enterprise applications;DevOps specialist;Cloud infrastructure engineer",20 to 99 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,Norway,NOK	Norwegian krone,1000000,Yearly,Bash/Shell;C#;HTML/CSS;Java;JavaScript;LISP;PowerShell;SQL,Bash/Shell;C#;F#;Go;Haskell;JavaScript;Kotlin;LISP;Python;Ruby;Rust,Elasticsearch;Microsoft SQL Server;PostgreSQL;Redis;SQLite,Elasticsearch;Redis,Microsoft Azure,AWS;Google Cloud;Linode;Microsoft Azure,ASP.NET;ASP.NET Core ,ASP.NET;ASP.NET Core ;Vue.js,.NET,.NET;Apache Kafka;Apache Spark;TensorFlow,Ansible;Docker;Homebrew;Kubernetes;Terraform,Ansible;Docker;Homebrew;Kubernetes;Terraform,Emacs;Vim;Visual Studio Code,Emacs;Vim;Visual Studio Code,Linux-based;macOS,Linux-based,Git,Command-line,,,NA,NA,Microsoft Teams,Slack,Favorable,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",25-34 years old,Man,No,Prefer not to say,White,None of the above,I have an anxiety disorder,Yes,People manager,7,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,1-2 times a week,6-10 times a week,Never,30-60 minutes a day,Over 120 minutes a day,Just right,DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,No,No,Appropriate in length,Easy,103705
56,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)","Technical documentation;Written Tutorials;Stack Overflow;Online challenges (e.g., daily or weekly coding challenges);How-to videos;Interactive tutorial;Coding sessions (live or recorded)",NA,9,5,"Developer, full-stack;Developer, back-end",100 to 499 employees,I have some influence,Start a free trial;Ask developers I know/work with,United States of America,USD	United States dollar,141000,Yearly,C#;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,C#;HTML/CSS;Java;JavaScript;SQL;TypeScript,Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL;Redis,Elasticsearch;Microsoft SQL Server;Redis,AWS;Microsoft Azure;VMware,Microsoft Azure,Angular.js;jQuery;Node.js,jQuery;Node.js;React.js;Vue.js,.NET;Apache Spark;NumPy;Pandas;React Native;Torch/PyTorch;Hugging Face Transformers,.NET;NumPy;Pandas,Docker;npm,Docker;npm,IntelliJ;IPython/Jupyter;Visual Studio;Visual Studio Code,IntelliJ;Visual Studio;Visual Studio Code,Windows,Windows,Git,Code editor;Command-line,,,Asana;Confluence;Notion;Stack Overflow for Teams;Trello,Stack Overflow for Teams;Trello,Microsoft Teams;Slack;Zoom,Slack;Zoom,Indifferent,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"Yes, somewhat",25-34 years old,Woman,No,Straight / Heterosexual,Black;Caribbean,None of the above,None of the above,Yes,Independent contributor,5,Strongly agree,Disagree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,1-2 times a week,3-5 times a week,1-2 times a week,30-60 minutes a day,30-60 minutes a day,Somewhat long,Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,Yes,Yes,Appropriate in length,Easy,141000
57,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training","Technical documentation;Blogs;Stack Overflow;Online challenges (e.g., daily or weekly coding challenges)",NA,8,3,"Developer, back-end;Developer, embedded applications or devices",100 to 499 employees,I have little or no influence,NA,Taiwan,TWD	New Taiwan dollar,1632000,Yearly,C++,C++,NA,NA,NA,NA,NA,NA,NA,NA,Docker,Docker,Visual Studio Code,Visual Studio Code,Linux-based;Windows Subsystem for Linux (WSL),Windows,Git,Code editor;Command-line,,,Confluence;Jira Work Management,Confluence;Jira Work Management,Slack;Zoom,Slack;Zoom,Unfavorable,Stack Overflow;Stack Exchange,Multiple times per day,No,NA,"No, not really",25-34 years old,Man,No,NA,Asian;East Asian;Southeast Asian,None of the above,None of the above,Yes,Independent contributor,3,Strongly agree,Agree,Agree,Strongly agree,Agree,Neither agree nor disagree,Agree,1-2 times a week,3-5 times a week,1-2 times a week,30-60 minutes a day,60-120 minutes a day,Just right,DevOps function;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing,Yes,Yes,Yes,Appropriate in length,Easy,55163
58,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training","Technical documentation;Programming Games;Stack Overflow;Online challenges (e.g., daily or weekly coding challenges);Online forum;Written-based Online Courses;Interactive tutorial",NA,16,8,"Developer, front-end;Developer, full-stack;Developer, back-end",20 to 99 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,Netherlands,EUR European Euro,3650,Monthly,Bash/Shell;C#;HTML/CSS;PowerShell;SQL;TypeScript,C#;Dart;HTML/CSS;PowerShell;SQL;TypeScript,PostgreSQL,PostgreSQL,Microsoft Azure,Microsoft Azure,Angular;ASP.NET;ASP.NET Core ;jQuery;Node.js,Angular;ASP.NET;ASP.NET Core ;jQuery;Node.js,.NET,.NET,Docker;Flow;Kubernetes;npm;Unity 3D,Docker;Flow;Kubernetes;npm;Unity 3D,Android Studio;CLion;Notepad++;PyCharm;Rider;Webstorm,Notepad++;Rider;Webstorm,Linux-based;Windows;Windows Subsystem for Linux (WSL),Windows,Git,Code editor;Command-line;Version control hosting service web GUI;Dedicated version control GUI application,,,Jira Work Management,Jira Work Management,Google Chat;Slack,Google Chat;Slack,Very unfavorable,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,Multiple times per day,Yes,Daily or almost daily,"Yes, definitely",25-34 years old,Man,No,Gay or Lesbian,European,I am deaf / hard of hearing,None of the above,Yes,Independent contributor,8,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly disagree,1-2 times a week,10+ times a week,Never,15-30 minutes a day,15-30 minutes a day,Somewhat short,Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing,Yes,Yes,Yes,Appropriate in length,Easy,46704
59,I am a developer by profession,"Employed, full-time",Full in-person,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum)",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;How-to videos;Certification videos,NA,10,6,"Developer, mobile",20 to 99 employees,I have some influence,Ask developers I know/work with,Hong Kong (S.A.R.),HKD	Hong Kong dollar,NA,Monthly,Dart;HTML/CSS;Java;Kotlin;Python,Clojure;Java;Kotlin;Rust,NA,NA,NA,NA,Express;Flask;Node.js;Vue.js,Deno,Flutter;Spring,Apache Kafka;Apache Spark;Flutter;Keras;Spring,Docker;Homebrew,Docker,Android Studio;IntelliJ;Vim,Android Studio;IntelliJ;Vim,macOS,macOS,Git,Code editor;Version control hosting service web GUI,,,Confluence;Notion;Trello,Notion;Trello,Slack,Slack,Indifferent,Stack Overflow,Multiple times per day,Yes,Less than once per month or monthly,Neutral,25-34 years old,Man,No,Straight / Heterosexual,Asian,None of the above,None of the above,Yes,Independent contributor,6,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,1-2 times a week,10+ times a week,1-2 times a week,60-120 minutes a day,15-30 minutes a day,Somewhat long,Continuous integration (CI) and (more often) continuous delivery;Automated testing,Yes,No,No,Appropriate in length,Neither easy nor difficult,NA
60,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Other (please specify):","Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online challenges (e.g., daily or weekly coding challenges);Coding sessions (live or recorded);Other (Please specify):",Codecademy,4,2,"Student;Developer, embedded applications or devices",100 to 499 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,Germany,EUR European Euro,60000,Yearly,Assembly;Bash/Shell;C;HTML/CSS;JavaScript;PHP;Python;SQL,C;C++;Python;Rust,SQLite,NA,NA,NA,Node.js,NA,Electron,Electron;NumPy;Pandas;TensorFlow,Docker;npm,Docker,Eclipse;Notepad++;Visual Studio Code,Notepad++;Visual Studio Code,Linux-based;Windows;Windows Subsystem for Linux (WSL),Linux-based;Windows;Windows Subsystem for Linux (WSL),Git;SVN,Code editor;Command-line;Version control hosting service web GUI;Dedicated version control GUI application,,,Jira Work Management,NA,Microsoft Teams;Zoom,NA,Unfavorable,Stack Overflow,Multiple times per day,No,NA,Neutral,25-34 years old,Woman,No,Bisexual,European,None of the above,"I have learning differences (e.g., Dyslexic, Dyslexia, etc.)",Yes,Independent contributor,2,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Disagree,Strongly agree,1-2 times a week,1-2 times a week,3-5 times a week,Over 120 minutes a day,30-60 minutes a day,Somewhat long,None of these,No,No,No,Too short,Easy,63986
61,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects;Bootstrapping a business;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague","Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Online forum;How-to videos;Coding sessions (live or recorded)",NA,17,4,"Developer, front-end;Developer, full-stack;Developer, back-end;Engineering manager;Database administrator;Developer, game or graphics;Project manager;Cloud infrastructure engineer;Designer;Product manager;Senior Executive (C-Suite, VP, etc.);System administrator",2 to 9 employees,I have a great deal of influence,Visit developer communities like Stack Overflow;Ask developers I know/work with,Canada,CAD	Canadian dollar,85000,Yearly,Bash/Shell;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;TypeScript,Bash/Shell;HTML/CSS;JavaScript;Kotlin;Python;Rust;TypeScript,DynamoDB;Elasticsearch;MariaDB;MongoDB;PostgreSQL;Redis,DynamoDB,AWS;Google Cloud;OpenStack,AWS,FastAPI;Node.js;React.js;Vue.js,FastAPI;Node.js;React.js;Vue.js,.NET;Capacitor;Cordova;Electron;Ionic,NA,Ansible;Docker;Kubernetes;npm;Terraform;Unity 3D;Unreal Engine;Yarn,Docker;Kubernetes;npm;Unreal Engine,Android Studio;Atom;CLion;GoLand;IntelliJ;Nano;Notepad++;PhpStorm;PyCharm;Rider;Visual Studio;Visual Studio Code;Webstorm,IntelliJ;Notepad++;PyCharm;Visual Studio Code;Webstorm,Linux-based,Windows,Git,Code editor;Command-line;Version control hosting service web GUI,,,Asana;Confluence;Jira Work Management,Confluence;Jira Work Management,Google Chat;Microsoft Teams;Slack;Zoom,Slack;Zoom,Very unfavorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White;North American,None of the above,None of the above,Yes,Independent contributor,4,Agree,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,1-2 times a week,1-2 times a week,Never,30-60 minutes a day,30-60 minutes a day,Somewhat long,Microservices;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,Yes,Yes,Appropriate in length,Neither easy nor difficult,66372
62,I code primarily as a hobby,"Student, part-time;Independent contractor, freelancer, or self-employed",Fully remote,Hobby;Freelance/contract work,Some college/university study without earning a degree,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification;Coding Bootcamp;Colleague;Other (please specify):",Technical documentation;Stack Overflow;Online books;How-to videos,Coursera,2,NA,"Data scientist or machine learning specialist;Developer, back-end;Developer, desktop or enterprise applications;Student;Database administrator;Academic researcher;Data or business analyst;Designer;System administrator",NA,NA,Visit developer communities like Stack Overflow,Mexico,NA,NA,NA,Bash/Shell;HTML/CSS;Python,Assembly;Dart;Rust;Solidity;SQL,PostgreSQL,Redis;SQLite,Heroku,AWS;Firebase;Google Cloud;Linode;OpenStack,Flask,NA,NumPy;Pandas;Scikit-learn,Flutter,Docker;Puppet,Yarn,Vim;Visual Studio Code,NA,Linux-based,Linux-based,Git,Command-line,,,NA,NA,Cisco Webex Teams;Zoom,Zoom,Favorable,I have never visited Stack Overflow or the Stack Exchange network,NA,Yes,Less than once per month or monthly,Neutral,25-34 years old,Man,No,Straight / Heterosexual,Central American,NA,"I have a concentration and/or memory disorder (e.g., ADHD, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA
63,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Bootstrapping a business,"Professional degree (JD, MD, etc.)","Friend or family member;Other online resources (e.g., videos, blogs, forum)",Technical documentation;Blogs;Programming Games;Written Tutorials;Stack Overflow;Video-based Online Courses;Interactive tutorial,NA,14,14,"Developer, back-end;Designer",I don’t know,I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,France,EUR European Euro,70000,Yearly,Groovy;Java;Kotlin,Java;Kotlin,Cassandra;Couchbase;MariaDB;MySQL;PostgreSQL;SQLite,PostgreSQL;SQLite,OVH,OVH,NA,NA,Apache Kafka;Spring,NA,Docker;Kubernetes;npm,Docker;Kubernetes;npm,Android Studio;IntelliJ;Webstorm,Android Studio;IntelliJ;Webstorm,Linux-based,Linux-based;macOS,Git,Code editor,,,Confluence;Jira Work Management,Confluence;Jira Work Management,Microsoft Teams;Slack;Zoom,Microsoft Teams;Slack;Zoom,Indifferent,Stack Overflow;Stack Exchange,NA,Yes,A few times per week,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,European,None of the above,None of the above,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,74651
64,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","School (i.e., University, College, etc);Other (please specify):",NA,NA,18,12,"Developer, front-end;Developer, full-stack;Developer, embedded applications or devices;Designer",500 to 999 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,USD	United States dollar,150000,Yearly,Bash/Shell;C;Go;HTML/CSS;Java;JavaScript;Python;Swift;TypeScript,HTML/CSS;JavaScript;Python;Rust;TypeScript,Cloud Firestore;MongoDB;MySQL;PostgreSQL;Redis;SQLite,PostgreSQL;SQLite,Firebase;Google Cloud;Heroku,NA,Express;Flask;Next.js;Node.js;Vue.js,Node.js;Svelte;Vue.js,NA,NA,Docker;Homebrew;npm,NA,Visual Studio Code;Xcode,Visual Studio Code,macOS,Linux-based;macOS,Git,Command-line;Dedicated version control GUI application,,,Airtable;Notion,Airtable,Slack;Zoom,Slack,Indifferent,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",35-44 years old,Man,No,Straight / Heterosexual,White;North American,None of the above,None of the above,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,150000
65,I am a developer by profession,"Student, full-time",NA,NA,"Associate degree (A.A., A.S., etc.)","Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Online forum;How-to videos;Written-based Online Courses,NA,7,NA,NA,NA,NA,Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,France,NA,NA,NA,C;C#;HTML/CSS;Java;JavaScript;PHP;R,C#;Erlang;Haskell;Rust,MySQL;Oracle,Elasticsearch;Redis,NA,NA,Node.js;Vue.js,ASP.NET Core ;Blazor;Nuxt.js;Vue.js,.NET,.NET;Apache Kafka;Flutter;Spring;Xamarin,Unity 3D,Ansible;Chef;Docker;Unity 3D;Unreal Engine,Android Studio;CLion;IntelliJ;Notepad++;PhpStorm;PyCharm;Rider;RStudio;Webstorm,Android Studio;CLion;IntelliJ;Notepad++;PhpStorm;PyCharm;Rider;Webstorm,Windows;Windows Subsystem for Linux (WSL),Windows;Windows Subsystem for Linux (WSL),Git;Other (please specify):,Code editor;Command-line;Version control hosting service web GUI,,,Notion,Notion,Microsoft Teams,NA,Indifferent,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"No, not really",18-24 years old,Man,No,Straight / Heterosexual,White;European;North African,None of the above,None of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too short,Easy,NA
